;ARTICLE_TITLE;PUBYEAR;wos
1112;Big Data and Industrial Internet of Things for the Maritime Industry in Northwestern Norway;2015;True
1113;Big Data Privacy in the Internet of Things Era;2015;True
1114;Visual Analysis for Nowcasting of Multidimensional Lightning Data;2013;True
1115;"Redundancy Control in Pathway Databases (ReCiPa): An Application for Improving Gene-Set Enrichment Analysis in Omics Studies and ""Big Data"" Biology";2013;True
1116;Big data and false discovery: analyses of bibliometric indicators from large data sets;2014;True
1117;Health care research: potential beneficiary of big data;2015;True
1118;Mapping the data shadows of Hurricane Sandy: Uncovering the sociospatial dimensions of 'big data';2014;True
1119;Learning Efficient Sparse and Low Rank Models;2015;True
1120;Geovisual Analytics Approach to Exploring Public Political Discourse on Twitter;2015;True
1121;A low-latency, big database system and browser for storage, querying and visualization of 3D genomic data;2015;True
1122;Review of information extraction technologies and applications;2014;True
1123;Big Data Real-time Processing Based on Storm;2013;True
1124;Big Data as Complementary Audit Evidence;2015;True
1125;Populating Entity Name Systems for Big Data Integration;2014;True
1126;Improving the performance of GIS polygon overlay computation with MapReduce for spatial big data processing;2015;True
1127;Storing and manipulating environmental big data with JASMIN;2013;True
1128;ProKinO: A Unified Resource for Mining the Cancer Kinome;2015;True
1129;Big Data, Bigger Dilemmas: A Critical Review;2015;True
1130;Computer-based personality judgments are more accurate than those made by humans;2015;True
1131;Discovering Motifs in Real-World Social Networks;2015;True
1132;Natural Language Processing and Big Data;2013;True
1133;Is the Sky Falling? New Technology, Changing Media, and the Future of Surveys;2013;True
1134;Research on System Development of Smart City;2014;True
1135;Unstructured Text Analytics to Support New Product Development Decisions;2015;True
1136;Big data - a 21st century science Maginot Line? No-boundary thinking: shifting from the big data paradigm;2015;True
1137;HiClus: Highly Scalable Density-based Clustering with Heterogeneous Cloud;2015;True
1138;Electronic Medical Records: Fast Track to Big Data in Bipolar Disorder;2015;True
1139;A Clustering-based Collaborative Filtering Approach for Mashups Recommendation over Big Data;2013;True
1140;Characterizing the Efficiency of Data Deduplication for Big Data Storage Management;2013;True
1141;Data Management - A Look Back and a Look Ahead;2014;True
1142;Microelectronics, bioinformatics and neurocomputation for massive neuronal recordings in brain circuits with large scale multielectrode array probes;2015;True
1143;Collaborative Web Platform for UNIX-Based Big Data Processing;2014;True
1144;DATA SCIENCE AND ENVIRONMENTAL MANAGEMENT IN SMART CITIES;2015;True
1145;Greenhouse Gas Implications of Fleet Electrification Based on Big Data-Informed Individual Travel Patterns;2013;True
1146;Towards Ultrahigh Dimensional Feature Selection for Big Data;2014;True
1147;Small thinking about big data;2007;True
1148;Regimes of Posttruth, Postpolitics, and Attention Economies;2015;True
1149;Manufacturing Service Management in Cloud Manufacturing: Overview and Future Research Directions;2015;True
1150;BUSINESS INTELLIGENCE AND ANALYTICS: FROM BIG DATA TO BIG IMPACT;2012;True
1151;Refining gold from existing data;2014;True
1152;A novel approach for multi-domain and multi-gene family identification provides insights into evolutionary dynamics of disease resistance genes in core eudicot plants;2014;True
1153;Challenges in Analyzing Unstructured Learner Generated Qualitative Big Data;2015;True
1154;The Impact of Word Prevalence on Lexical Decision Times: Evidence From the Dutch Lexicon Project 2;2016;True
1155;Differential Privacy Preserving in Big Data Analytics for Connected Health;2016;True
1156;ThumpStorage : A Management and Analysis System for Structured Big Data;2013;True
1157;Research of Crane Information Management System Based on Internet of Things;2014;True
1158;Data Driven Narcissism How Will Big Data' Feed Back on Us?;2015;True
1159;Cloud-assisted industrial cyber-physical systems: An insight;2015;True
1160;The Knowledge Service Project in the Era of Big Data;2013;True
1161;The Graph Signature: A Scalable Query Optimization Index for RDF Graph Databases Using Bisimulation and Trace Equivalence Summarization;2015;True
1162;A NOVEL APPROACH FOR REPLICA SYNCHRONIZATION IN HADOOP DISTRIBUTED FILE SYSTEMS;2015;True
1163;Soft computing in big data intelligent transportation systems;2016;True
1164;Content Analysis and the Algorithmic Coder: What Computational Social Science Means for Traditional Modes of Media Analysis;2015;True
1165;Ganging Up on Big Data Computer-Intermediated Collaborative Analysis;2014;True
1166;Improving Data Processing Time with Access Sequence Prediction;2012;True
1167;The Biodiversity and Climate Change Virtual Laboratory: Where ecology meets big data;2016;True
1168;Intelligent Platforms for Disease Assessment Novel Approaches in Functional Echocardiography;2013;True
1169;Echo Chamber or Public Sphere? Predicting Political Orientation and Measuring Political Homophily in Twitter Using Big Data;2014;True
1170;Hybrid Random/Deterministic Parallel Algorithms for Convex and Nonconvex Big Data Optimization;2015;True
1171;Governing software: networks, databases and algorithmic power in the digital governance of public education;2015;True
1172;Subspace Learning and Imputation for Streaming Big Data Matrices and Tensors;2015;True
1173;Distributed Framework for Big Data Processing: a Goal Driven Approach;2014;True
1174;Could Big Data be the end of theory in science?: A few remarks on the epistemology of data-driven science;2015;True
1175;A Big Data approach for a new ICT Agriculture Application Development;2013;True
1176;HBLAST: Parallelised sequence similarity - A Hadoop MapReducable basic local alignment search tool;2015;True
1177;Development of data-driven technology roadmap considering dependency: An ARM-based technology roadmapping;2015;True
1178;A Data-driven Axes Creation Model for Correlation Measurement on Big Data Analytics;2014;True
1179;"""Big Data"" Versus ""Big Brother"": On the Appropriate Use of Large-scale Data Collections in Pediatrics";2013;True
1180;Developing Knowledge From big Data Through the Cloud;2014;True
1181;The emergent role of metabolic phenotyping in dynamic patient stratification;2014;True
1182;Digital forensics as a service: Game on;2015;True
1183;Research on IOT Based Special Supply Mode of Agricultural Products;2014;True
1184;A Case Study on Effective Technique of Distributed Data Storage for Big Data Processing in the Wireless Internet Environment;2016;True
1185;On Building Better Mousetraps and Understanding the Human Condition: Reflections on Big Data in the Social Sciences;2015;True
1186;A Technology Valuation Model Using Quantitative Patent Analysis: A Case Study of Technology Transfer in Big Data Marketing;2015;True
1187;A hierarchical fuzzy cluster ensemble approach and its application to big data clustering;2015;True
1188;Gas Emergence Big Data and Neural Network Filter;2008;True
1189;From human mobility to renewable energies Big data analysis to approach worldwide multiscale phenomena;2014;True
1190;Knowing public services: Cross-sector intermediaries and algorithmic governance in public sector reform;2014;True
1191;A Study of LTE Network Performance based on Data Analytics and Statistical Modeling;2014;True
1192;"ECOMETRICS IN THE AGE OF BIG DATA: MEASURING AND ASSESSING ""BROKEN WINDOWS"" USING LARGE-SCALE ADMINISTRATIVE RECORDS";2015;True
1193;Hybrid architecture for 3D visualization of ultrasonic data;2015;True
1194;Milieu: Lightweight and Configurable Big Data Provenance for Science;2013;True
1195;ASYNCHRONOUS INDEX STRATEGY FOR HIGH PERFORMANCE REAL-TIME BIG DATA STREAM STORAGE;2012;True
1196;Harnessing NGS and Big Data Optimally: Comparison of miRNA Prediction from Assembled versus Non-assembled Sequencing Data-The Case of the Grass Aegilops tauschii Complex Genome;2015;True
1197;"Data Mining as a Powerful Tool for Creating Novel Drugs in Cardiovascular Medicine: The Importance of a ""Back-and-Forth Loop"" Between Clinical Data and Basic Research";2015;True
1198;A metadata-based architecture for user-centered data accountability;2015;True
1199;Big Data plus Big Cities: Graph Signals of Urban Air Pollution;2014;True
1200;Scalable Sentiment Classification for Big Data Analysis Using Naive Bayes Classifier;2013;True
1201;Scalable estimation strategies based on stochastic approximations: classical results and new insights;2015;True
1202;Trends in big data analytics;2014;True
1203;Filtering big data from social media - Building an early warning system for adverse drug reactions;2015;True
1204;A MapReduce Based Distributed Framework for Similarity Search in Healthcare Big Data Environment;2015;True
1205;Efficient Opinion Summarization on Comments with Online-LDA;2016;True
1206;Strategic Approach for Multiple-MLP Ensemble Re-RX Algorithm;2015;True
1207;Wireless Communications in the Era of Big Data;2015;True
1208;Efficient Data Transfer Scheme Using Word-Pair-Encoding-Based Compression for Large-Scale Text-Data Processing;2014;True
1209;Modeling performances of concurrent big data applications;2015;True
1210;P-DOT: A Model of Computation for Big Data;2013;True
1211;Comparative health services research across populations: the unused opportunities in big data;2015;True
1212;An analysis of digestive diseases blog in the viewpoint of big data;2014;True
1213;"Research on the Management Thought of ""the Top-Grade Doctor can Govern the Country"" in Huangdi Neijing";2015;True
1214;Modeling and Mining the Temporal Patterns of Service in Cellular Network;2015;True
1215;Big Data in Accounting: An Overview;2015;True
1216;Task scheduling for MapReduce in heterogeneous networks;2016;True
1217;Research on large scale data processing technology based on cloud computing;2015;True
1218;Internet-Based Brain Training Games, Citizen Scientists, and Big Data: Ethical Issues in Unprecedented Virtual Territories;2015;True
1219;What is the level of volatility in instantaneous driving decisions?;2015;True
1220;PRIMEBALL: A Parallel Processing Framework Benchmark for Big Data Applications in the Cloud;2014;True
