;ARTICLE_TITLE
1085;Spatio-temporal Indexing in Non-relational Distributed Databases
1086;Living on Fumes: Digital Footprints, Data Fumes, and the Limitations of Spatial Big Data
1087;Strategic Transformation of Population Studies: Recommendations of the Working Group on Epidemiology and Population Sciences From the National Heart, Lung, and Blood Advisory Council and Board of External Experts
1088;"Do our ""big data"" in genetic analysis need to get bigger?"
1089;HcBench: Methodology, Development, and Characterization of a Customer Usage Representative Big Data/Hadoop Benchmark
1090;The next industrial revolution: Integrated services and goods
1091;Using Pattern-Models to Guide SSD Deployment for Big Data Applications in HPC Systems
1092;Predicting the severity of motor neuron disease progression using electronic health record data with a cloud computing Big Data approach
1093;Developing Knowledge From big Data Through the Cloud
1094;Main Large Data Set Features Detection by a Linear Predictor Model
1095;Experimental evidence of massive-scale emotional contagion through social networks
1096;Using Complex Event Processing (CEP) and vocal synthesis techniques to improve comprehension of sonified human-centric data
1097;High-Performance Integrated Virtual Environment (HIVE) Tools and Applications for Big Data Analysis
1098;High-Performance Spatial Query Processing on Big Taxi Trip Data using GPGPUs
1099;A Computational Framework for Integrating and Retrieving Biodiversity Data on a Large Scale
1100;Think Big with Big Data: Identifying Suitable Big Data Strategies in Corporate Environments
1101;Distributed learning for Random Vector Functional-Link networks
1102;A Big Data approach for a new ICT Agriculture Application Development
1103;Analysis of large-scale distributed knowledge sources via autonomous cooperative graph mining
1104;Analysis of Privacy Preserving for Big Data in the Environment of Power Systems
1105;Parallel Processing of Dynamic Continuous Queries over Streaming Data Flows
1106;Handling Big Data of Online Social Networks on a Small Machine
1107;A Novel Integrated Method for Human Multiplex Protein Subcellular Localization Prediction
1108;Application Research in E-Commerce Recommendation System of Web Mining Technology
1109;Big Data Generation
1110;Data, Information and Intelligence
1111;Validation: What Big Data Reveal About Survey Misreporting and the Real Electorate
1112;Applying Predictive Analytics to Develop an Intelligent Risk Detection Application for Healthcare Contexts
1113;A Reconfigurable Stream Compression Hardware based on Static Symbol-Lookup Table
1114;Foundations of Big Data and Analytics in Higher Education
1115;Big Data Spectra Analysis Using Analytical Programming and Random Decision Forests
1116;A Compression Algorithm for DNA that Uses ASCII Values
1117;An Agent-Based Model to Evaluate Carpooling at Large Manufacturing Plants
1118;"Is ""Big Data"" creepy?"
1119;A systems science approach to fatigue management in research and health care
1120;Metadata Traces and Workload Models for Evaluating Big Storage Systems
1121;Mining and Modelling the Dynamic Patterns of Service Providers in Cellular Data Network Based on Big Data Analysis
1122;Divide-and-Conquer Anchoring for Near-separable Nonnegative Matrix Factorization and Completion in High Dimensions
1123;Accelerating Iterative Big Data Computing Through MPI
1124;Predictive Analytics to Improve Pricing and Sourcing in Third-Party Logistics Operations
1125;Smart-Contents Visualization of Publishing Big Data Using NFC Technology
1126;Warped time lens in temporal imaging for optical real-time data compression
1127;Big Data and Humanitarian Supply Networks: Can Big Data give Voice to the Voiceless?
1128;Making big data open: data sharing in neuroimaging
1129;Railway Maintenance Analysis based on big data and condition classification
1130;Big data Security Hardening Methodology using Attributes Relationship
1131;Modeling genomic regulatory networks with big data
1132;THE CHALLENGES OF ACA MARKETPLACE ENROLLMENT: RESULTS FROM BIG DATA AND CAMPAIGN-STYLE TACTICS IN THE KANSAS CITY AREA
1133;The Efficient Implementation of Distributed Indexing with Hadoop for Digital Investigations on Big Data
1134;A multiscale approach to network event identification using geolocated twitter data
1135;RSenter: Tool for Topics and Terms Extraction from Unstructured Data Debris
1136;Towards revealing the functions of all genes in plants
1137;Big data and false discovery: analyses of bibliometric indicators from large data sets
1138;NEON and STREON: opportunities and challenges for the aquatic sciences
1139;NITOS Testbed: A Cloud based Wireless Experimentation Facility
1140;A Scalable Infrastructure of Interactive Evolutionary Computation to Evolve Services Online with Data
1141;Defining Architecture Components of the Big Data Ecosystem
1142;Orchestrating Hybrid Cloud Deployment: An Overview
1143;Towards big data science in the decade ahead from ten years of InCoB and the 1st ISCB-Asia Joint Conference INTRODUCTION
1144;Urban Computing: Concepts, Methodologies, and Applications
1145;The National Cancer Informatics Program (NCIP) Annotation and Image Markup (AIM) Foundation Model
1146;Fast Feature Selection in a GPU Cluster Using the Delta Test
1147;Generating groups of products using graph mining techniques
1148;Integrating Policy with Scientific Workflow Management for Data-Intensive Applications
1149;"Decomposing social and semantic networks in emerging ""big data"" research"
1150;PSCAN: A Parallel Structural Clustering Algorithm for Big Networks in MapReduce
1151;A Discovery Method of Anteroposterior Correlation for Big Data Era
1152;Large Data Analysis: automatic visual personal identification in a demography of 1.2 billion persons
1153;Social Genome: Putting Big Data to Work for Population Informatics
1154;Research on Efficient Use and Sharing of Science and Technology Resources under the Background of Big Data
1155;"Using ""Big Data"" to Dissect Clinical Heterogeneity"
1156;POLICING BY NUMBERS: BIG DATA AND THE FOURTH AMENDMENT
1157;F-transform and Its Extension as Tool for Big Data Processing
1158;Towards Big Data Bayesian Network Learning - an Ensemble Learning Based Approach
1159;A Practice of TPC-DS Multidimensional Implementation on NoSQL Database Systems
1160;DSMC: A Novel Distributed Store-Retrieve Approach of Internet Data Using MapReduce Model and Community Detection in Big Data
1161;Research on the Neurology-based Internet Architecture
1162;DataEx: Interactive Relationship Explorer of Freebase Knowledge Repository
1163;A Cloud Framework for Big Data Analytics Workflows on Azure
1164;Exploiting Big Data for Enhanced Representations in Content-Based Recommender Systems
1165;Ethical dilemmas in researching sensitive issues online: lessons from the study of British disability dissent networks
1166;Authorized Public Auditing of Dynamic Big Data Storage on Cloud with Efficient Verifiable Fine-Grained Updates
1167;Biomonitoring for the 21st Century: new perspectives in an age of globalisation and emerging environmental threats
1168;Accelerating BIRCH for Clustering Large Scale Streaming Data Using CUDA Dynamic Parallelism
1169;System proposal and CRS model design applying personal Information protection for BIG DATA analysis
1170;Traffic Information Computing Platform for Big Data
1171;Reasoning about system-level failure behavior from large sets of function-based simulations
1172;'Privacy Lost - and Found?' Some Aspects of Regaining Citizens' Privacy by Means of PET in the age of 'big Data'
1173;Making the Case: Using a Living and Historic Cultural Universe Big Data System as a Knowledge-Based Foundation for Sustaining and Recapitalizing the Cultural Sector
1174;Grand Challenge: Applying Regulatory Science and Big Data to Improve Medical Device Innovation
1175;Who owns our data?
1176;Big Data Bioinformatics
1177;High performance parallel -means clustering for disk-resident datasets on multi-core CPUs
1178;Content-based Assessment of the Credibility of Online Healthcare Information
1179;Sensemaking and Robust Decision Engineering: Synchrophasors and their Application for a Secure Smart Grid
1180;A Call for Pharmacogenovigilance and Rapid Falsification in the Age of Big Data: Why not First Road Test Your Biomarker?
1181;Automatic hypothesis checking using eScience research infrastructures, ontologies, and linked data: a case study in climate change research
1182;The Role of Big Data in Understanding Late-Life Cognitive Decline E Unum, Pluribus
1183;Lean Big Data integration in systems biology and systems pharmacology
1184;Big Data in Pediatric Cardiac Care: Is It Time?
1185;CRITICAL QUESTIONS FOR BIG DATA Provocations for a cultural, technological, and scholarly phenomenon
1186;Visualization of Resource Description Framework Ontology Using Hadoop
1187;Exploring the Use of Large Clinical Data to Inform Patients for Shared Decision Making
1188;The Case for Multi-Engine Data Analytics
1189;Visualizing Large Sensor Network Data Sets in Space and Time with Vizzly
