;ARTICLE_TITLE;PUBYEAR;scopus
973;Social-Sensed Multimedia Computing;2016;True
974;Handling big data: research challenges and future directions;2016;True
975;Big data design;2015;True
976;Large-scale similarity join with edit-distance constraints;2014;True
977;Automatic extraction of POIs in smart cities: Big data processing in ParticipAct;2015;True
978;Accelerating BIRCH for clustering large scale streaming data using CUDA dynamic parallelism;2013;True
979;Big data in sleep research;2014;True
980;Bootstrap confidence intervals for large-scale multivariate monotonic regression problems;2016;True
981;Using MapReduce for large-scale medical image analysis;2012;True
982;CloST: A hadoop-based storage system for big spatio-temporal data analytics;2012;True
983;Banian: A cross-platform interactive query system for structured big data;2015;True
984;Research on the classification based on naive bayes;2014;True
985;Optimized data management for E-learning in the clouds towards cloodle;2013;True
986;Introduction to policy-making in the digital age;2015;True
987;Research on information technology with the consideration of computer professional education in big data era;2014;True
988;Towards an energy-efficient tool for processing the big data;2014;True
989;A paralleled big data algorithm with mapreduce framework for mining twitter data;2015;True
990;Architecting big data: Challenges, studies and forecasts;2011;True
991;Predicting Student Performance Using Personalized Analytics;2016;True
992;The real-time monitoring system of social big data for disaster management;2015;True
993;An efficient query mechanism of data provenance based on dependency view;2015;True
994;Exploring big 'crisis' data in action: Potential positive and negative externalities;2015;True
995;Small Data, Big Impact;2016;True
996;Cloud-based software platform for big data analytics in smart grids;2013;True
997;A fast map-reduce algorithm for burst errors in big data cloud storage;2015;True
998;The cooperative study between the hadoop big data platform and the traditional data warehouse;2015;True
999;High-throughput biological cell classification featuring real-time optical data compression;2015;True
1000;2nd workshop on research in the large. Using app stores, wide distribution channels and big data in ubicomp research;2011;True
1001;A big data file transfer tool for tablet-class machines;2013;True
1002;Recommender systems in light of big data;2015;True
1003;Neo-liberal Reform and the Big Data University;2015;True
1004;A new approach for road networks ? A vehicle XML device collaboration with big data;2014;True
1005;Pan-information location map;2013;True
1006;A scalable distributed private stream search system;2015;True
1007;Runtime model checking for sla compliance monitoring and qos prediction;2015;True
1008;An efficient Session_Weight load balancing and scheduling methodology for high-quality telehealth care service based on WebRTC;2016;True
1009;Discovery and analysis of usage data based on hadoop for personalized information access;2013;True
1010;Fast and robust bootstrap in analysing large multivariate datasets;2015;True
1011;Volunteer participation in citizen science projects;2015;True
1012;Internet of cores;2015;True
1013;Analysis of memory sensitive SPEC CPU2006 integer benchmarks for big data benchmarking;2015;True
1014;Balancing scalability, performance and fault tolerance for structured data (BSPF);2014;True
1015;Management of big data in the internet of things in agriculture based on cloud computing;2014;True
1016;Big data: A new challenge for tourism;2015;True
1017;Challenges of data integration and interoperability in big data;2015;True
1018;Big data era challenges and opportunities in astronomy?how SOM/LVQ and related learning methods can contribute?;2016;True
1019;Inconsistencies in big data;2013;True
1020;Flooding through the lens of mobile phone activity;2014;True
1021;From big data to insights: Opportunities and challenges for TEI in genomics;2013;True
1022;Not being there: Research at a distance with video, text and speech;2014;True
1023;Sequence analysis by iterated maps, a review;2014;True
1024;Generating groups of products using graph mining techniques;2014;True
1025;Extreme scale clinical analytics with open source software;2012;True
1026;HireSome-II: Towards privacy-aware cross-cloud service composition for big data applications;2015;True
1027;Design considerations for building distributed supply chain management systems based on cloud computing;2015;True
1028;Enterprise Systems and Data Analytics: A Fantasy Football Case Study;2015;True
1029;Civitas: The smart city middleware, from sensors to big data;2013;True
1030;Trending now: Using big data to examine public opinion of space policy;2014;True
1031;Climate changes prediction system based on weather big data visualisation;2015;True
1032;Who's afraid of big data?;2013;True
1033;Chronic knowledge retrieval and smart health services based on big data;2016;True
